Niveau,Soort,Graad,Stroom,Sleutelcompetentie,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen
Secundair onderwijs,Gewoon,1ste graad,A-stroom,3. Competenties in andere talen,Eindtermen,Bouwsteen,Kenmerken en principes van vreemde talen begrijpen om ze in te zetten bij het communiceren.,3.7,De leerlingen gebruiken het inzicht in de belangrijkste regels en kenmerken van vreemde talen als taalsystemen ter ondersteuning van hun communicatieve handelingen.,Nee,"'([F] = bijkomend/specifiek voor Frans; [E] = bijkomend/specifiek voor Engels)

- Betekenissen van woorden uit een elementair repertoire","'([F] = bijkomend/specifiek voor Frans; [E] = bijkomend/specifiek voor Engels)

- Relatie klank- en schriftbeeld
- Zelfstandige naamwoorden: getal, genus [F]
- Lidwoorden: bepaald, onbepaald, samengetrokken [F], delend [F], vervanging door de na hoeveelheid en ontkenning [F]
- Voornaamwoorden: persoonlijk (als onderwerp en als lijdend [F] en meewerkend [F] voorwerp), aanwijzend, bezittelijk, vragend
- Frequente hoofd- en rangtelwoorden
- Bijvoeglijke naamwoorden: meervoud [F], vrouwelijk [F], tout [F], plaats, vergrotende trap, overtreffende trap
- Werkwoorden: indicatif [F], impératif [F], infinitif [F], conditionnel de politesse [F]; présent [F], passé récent [F], passé composé [F], imparfait [F], futur proche [F], futur simple [F]; infinitive [E], imperative [E]; present simple [E], present continuous [E], simple past [E], simple future [E]; regelmatige (voor Frans op -ER, -IR, -RE) en frequente onregelmatige werkwoorden
- Frequente voorzetsels
- Frequente nevenschikkende en hoogfrequente onderschikkende voegwoorden
- Frequente bijwoorden
- Zinsdelen: onderwerp, persoonsvorm, lijdend en meewerkend voorwerp
- Ontkennende/bevestigende zinnen; mededelende/vragende/bevelende/uitroepende zinnen","'([F] = bijkomend/specifiek voor Frans; [E] = bijkomend/specifiek voor Engels)

- Uitspraak van klanken en klankencombinaties, gebruik van woordaccent, articulatie en intonatie
- Zelfstandige naamwoorden: getal, genus [F]
- Spelling van woorden uit een elementair repertoire
- Congruentie: onderwerp-persoonsvorm, bijvoeglijk naamwoord-zelfstandig naamwoord [F]
- Lidwoorden: bepaald, onbepaald, samengetrokken [F], delend [F], vervanging door de na hoeveelheid en ontkenning [F]
- Voornaamwoorden: persoonlijk (als onderwerp en als lijdend [F] en meewerkend [F] voorwerp), aanwijzend, bezittelijk, vragend
- Frequente hoofd- en rangtelwoorden
- Bijvoeglijke naamwoorden: meervoud [F], vrouwelijk [F], tout [F], plaats, vergrotende trap, overtreffende trap
- Werkwoorden: indicatif [F], impératif [F], infinitif [F], conditionnel de politesse [F]; présent [F], passé récent [F], passé composé [F], imparfait [F], futur proche [F], futur simple [F]; infinitive [E], imperative [E]; present simple [E], present continuous [E], simple past [E], simple future [E]; regelmatige (voor Frans op -ER, -IR, -RE) en frequente onregelmatige werkwoorden
- Frequente voorzetsels
- Frequente nevenschikkende en hoogfrequente onderschikkende voegwoorden
- Frequente bijwoorden
- Zinsdelen: onderwerp, persoonsvorm, lijdend en meewerkend voorwerp
- Valentie van frequente werkwoorden [F]
- Bouw van enkelvoudige en eenvoudige samengestelde zinnen (nevenschikking, onderschikking)
- Ontkennende/bevestigende zinnen; mededelende/vragende/bevelende/uitroepende zinnen",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-3.7-3619674597,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-taalsysteem
Secundair onderwijs,Gewoon,1ste graad,A-stroom,3. Competenties in andere talen,Eindtermen,Bouwsteen,Kenmerken en principes van vreemde talen begrijpen om ze in te zetten bij het communiceren.,3.8,"De leerlingen gebruiken kenmerken, mogelijkheden en principes van vreemde talen als communicatiemiddelen in functie van doelgerichte communicatie.",Nee,,"'- Tekststructuur
- Communicatiemodel: zender, boodschap, ontvanger, kanaal, context, doel
- Taalgedragsconventies en registers","'- Gebruik van tekststructuur
- Gebruik van communicatiemodel: zender, boodschap, ontvanger, kanaal, context, doel 
- Gebruik van taalgedragsconventies en registers
- Gebruik van compenserende strategieën bij falende communicatie",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-3.8-1363684606,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-taalsysteem
Secundair onderwijs,Gewoon,1ste graad,A-stroom,3. Competenties in andere talen,Eindtermen,Bouwsteen,Inzicht hebben in vreemde talen als exponenten en delen van culturen en maatschappijen.,3.9,De leerlingen tonen interesse in culturele contexten waarin vreemde talen worden gebruikt.,Ja,,,,,,,,,,31/08/2015,,sec-3.9-380484548,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-taal-en-cultuur
Secundair onderwijs,Gewoon,1ste graad,A-stroom,3. Competenties in andere talen,Eindtermen,Bouwsteen,Literatuur in vreemde talen beleven.,3.10,De leerlingen verwoorden hun gedachten en gevoelens bij het lezen en beluisteren van fictionele teksten met een literaire inslag.,Nee,'- Functioneel gebruik van elementen uit eindterm 3.2 t.e.m. 3.5,'- Functioneel gebruik van elementen uit eindterm 3.2 t.e.m. 3.5,'- Functioneel gebruik van elementen uit eindterm 3.2 t.e.m. 3.5,'- Eigen gedachten en gevoelens,,"'Met inbegrip van kenmerken van de gelezen of beluisterde teksten
* Hoofdzakelijk frequente woorden en woordcombinaties
* Redelijk eenvoudige zinsbouw 
* Beperkte lengte
(bijkomend voor mondelinge receptie)
* Geen of weinig achtergrondruis (wel muziek)
* Normaal spreektempo met pauzes
* Ondersteunende intonatie
* Heldere uitspraak, duidelijke articulatie    
* Eventueel met visuele ondersteuning
* Eventueel met ondersteuning van non-verbaal gedrag",beheersingsniveau analyseren,"Reageren op opvattingen, gedrag, gebeurtenissen, informatie, taken, strategieën,…",,31/08/2015,,sec-3.10-4234509297,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-literatuur
Secundair onderwijs,Gewoon,1ste graad,A-stroom,2. Competenties in het Nederlands,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.1,"De leerlingen zijn gemotiveerd voor taal m.i.v. cultuur, lezen, spreken, schrijven, luisteren en inzicht in het taalsysteem.",Ja,,,,,,,,,,31/08/2015,,sec-2.1-2845304355,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,2. Competenties in het Nederlands,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.2,De leerlingen bepalen het onderwerp en de globale inhoud van geschreven en gesproken teksten in functie van doelgerichte informatieverwerking en communicatie.,Nee,"'- Woordenschat: frequente woorden, eenvoudig figuurlijk taalgebruik","'- Tekststructuur, titels, benadrukte woorden, lay-out, afbeeldingen, structuuraanduiders (signaalwoorden en verwijswoorden)","'- Strategieën: tekststructuur gebruiken, structuuraanduiders gebruiken, titels en benadrukte woorden herkennen, rekening houden met lees- en luisterdoel, voorkennis activeren, visuele ondersteunende elementen gebruiken, inhoud voorspellen, vragen stellen, tussentijds samenvatten, talige hulpmiddelen gebruiken, de vermoedelijke betekenis van onbekende woorden afleiden uit de context, de vermoedelijke betekenis van onbekende woorden afleiden via taalverwantschap- Functioneel gebruik van elementen uit eindterm 2.9",,,"'<ul><li>Eenvoudige, herkenbare structuur, expliciet aangegeven bij teksten met minder samenhang</li><li>Lage tot gemiddelde informatiedichtheid</li><li>Voornamelijk Standaardnederlands, eenvoudig figuurlijk taalgebruik, voornamelijk frequente woorden</li><li>Grote samenhang</li><li>Concrete inhoud</li><li>Eenvoudige zinsbouw</li><li>Tekstsoorten: informatief, persuasief, opiniërend, prescriptief, narratief</li></ul><p>(bijkomend voor schriftelijke receptie)</p><ul><li>Duidelijke lay-out</li></ul><p>(bijkomend voor mondelinge receptie)</p><ul><li>Normaal spreektempo</li></ul>",beheersingsniveau analyseren,,,31/08/2015,,sec-2.2-20710755,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,2. Competenties in het Nederlands,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.3,De leerlingen bepalen wat de hoofdgedachte en de hoofdpunten zijn in geschreven en gesproken teksten in functie van doelgerichte informatieverwerking en communicatie.,Nee,"'- Woordenschat: frequente woorden, eenvoudig figuurlijk taalgebruik","'- Tekststructuur, titels, benadrukte woorden, lay-out, afbeeldingen, structuuraanduiders (signaalwoorden en verwijswoorden)","'- Strategieën: tekststructuur, structuuraanduiders, titels en benadrukte woorden herkennen, rekening houden met lees- en luisterdoel, voorkennis activeren, visuele ondersteunende elementen gebruiken, inhoud voorspellen, vragen stellen, tussentijds samenvatten, talige hulpmiddelen gebruiken, de vermoedelijke betekenis van onbekende woorden afleiden uit de context, de vermoedelijke betekenis van onbekende woorden afleiden via taalverwantschap, hoofd- en bijzaken onderscheiden, de gedachtegang reconstrueren- Functioneel gebruik van elementen uit eindterm 2.9",,,"'<ul><li>Eenvoudige, herkenbare structuur, expliciet aangegeven bij teksten met minder samenhang</li><li>Lage tot gemiddelde informatiedichtheid</li><li>Voornamelijk Standaardnederlands, eenvoudig figuurlijk taalgebruik, voornamelijk frequente woorden</li><li>Grote samenhang</li><li>Concrete inhoud</li><li>Eenvoudige zinsbouw</li><li>Tekstsoorten: informatief, persuasief, opiniërend, prescriptief, narratief</li></ul><p>(bijkomend voor schriftelijke receptie)</p><ul><li>Duidelijke lay-out</li></ul><p>(bijkomend voor mondelinge receptie)</p><ul><li>Normaal spreektempo</li></ul>",beheersingsniveau analyseren,,,31/08/2015,,sec-2.3-2666766630,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,2. Competenties in het Nederlands,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.4,De leerlingen selecteren relevante informatie in geschreven en gesproken teksten in functie van doelgerichte informatieverwerking en communicatie.,Nee,"'- Woordenschat: frequente woorden, eenvoudig figuurlijk taalgebruik","'- Tekststructuur, titels, benadrukte woorden, lay-out, afbeeldingen, structuuraanduiders (signaalwoorden en verwijswoorden)","'- Strategieën: tekststructuur, structuuraanduiders, titels en benadrukte woorden herkennen, rekening houden met lees- en luisterdoel, voorkennis activeren, visuele ondersteunende elementen gebruiken, inhoud voorspellen, vragen stellen, talige hulpmiddelen gebruiken, de vermoedelijke betekenis van onbekende woorden afleiden uit de context, de vermoedelijke betekenis van onbekende woorden afleiden via taalverwantschap- Functioneel gebruik van elementen uit eindterm 2.9",,,"'<ul><li>Eenvoudige, herkenbare structuur, expliciet aangegeven bij teksten met minder samenhang</li><li>Lage tot gemiddelde informatiedichtheid</li><li>Voornamelijk Standaardnederlands, eenvoudig figuurlijk taalgebruik, voornamelijk frequente woorden</li><li>Grote samenhang</li><li>Concrete inhoud</li><li>Eenvoudige zinsbouw</li><li>Tekstsoorten: informatief, persuasief, opiniërend, prescriptief, narratief</li></ul><p>(bijkomend voor schriftelijke receptie)</p><ul><li>Duidelijke lay-out</li></ul><p>(bijkomend voor mondelinge receptie)</p><ul><li>Normaal spreektempo</li></ul>",beheersingsniveau analyseren,,,31/08/2015,,sec-2.4-1829515932,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,2. Competenties in het Nederlands,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.5,De leerlingen nemen eenvoudige notities bij het lezen en beluisteren van teksten in functie van doelgerichte informatieverwerking en communicatie.,Nee,"'- Woordenschat: frequente woorden, eenvoudig figuurlijk taalgebruik","'- Tekststructuur, titels, benadrukte woorden, notities, lay-out, afbeeldingen, structuuraanduiders (signaalwoorden en verwijswoorden)","'- Strategieën: tekststructuur, structuuraanduiders, titels en benadrukte woorden herkennen, afkortingen, symbolen en telegramstijl gebruiken, rekening houden met lees- en luisterdoel, voorkennis activeren, visuele ondersteunende elementen gebruiken, de vermoedelijke betekenis van onbekende woorden afleiden uit de context, de vermoedelijke betekenis van onbekende woorden afleiden via taalverwantschap- Functioneel gebruik van elementen uit eindterm 2.9",,,"'<p>Met inbegrip van kenmerken beluisterde en gelezen teksten</p><ul><li>Eenvoudige, herkenbare, expliciet aangegeven structuur</li><li>Lage tot gemiddelde informatiedichtheid</li><li>Voornamelijk Standaardnederlands, eenvoudig figuurlijk taalgebruik, voornamelijk frequente woorden</li><li>Grote samenhang</li><li>Concrete inhoud</li><li>Eenvoudige zinsbouw</li><li>Tekstsoorten: informatief, persuasief, opiniërend, prescriptief, narratief</li></ul><p>(bijkomend voor schriftelijke receptie)</p><ul><li>Duidelijke lay-out</li></ul><p>(bijkomend voor mondelinge receptie)</p><ul><li>Normaal spreektempo Met inbegrip van kenmerken notities</li><li>De notities zijn gerelateerd aan de inhoud van de beluisterde of gelezen teksten</li></ul>",beheersingsniveau analyseren,,,31/08/2015,,sec-2.5-3109652119,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,2. Competenties in het Nederlands,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.6,De leerlingen produceren schriftelijke en mondelinge teksten in functie van doelgerichte communicatie.,Nee,"'- Woordenschat: frequente woorden, eenvoudig figuurlijk taalgebruik","'- Tekststructuur, titels, benadrukte woorden, lay-out, afbeeldingen, structuuraanduiders (signaalwoorden en verwijswoorden)
- Taalgedragsconventies en registers                                                                                 
- Effecten van non-verbaal gedrag (mondelinge productie)","'- Strategieën: tekststructuur, lay-out, structuuraanduiders, titels en benadrukte woorden gebruiken, rekening houden met spreek- en schrijfdoel, voorkennis activeren, rekening houden met ontvanger (zoals het gepast inzetten van lichaamstaal), talige hulpmiddelen gebruiken- Gebruik van taalgedragsconventies en registers- Functioneel gebruik van elementen uit eindterm 2.9",,,"'<ul><li>Eenvoudige, herkenbare tekststructuur</li><li>Redelijk herkenbare samenhang</li><li>Concrete inhoud</li><li>Gepast register (afgestemd op doel en doelpubliek)</li><li>Tekstsoorten: informatief, persuasief, opiniërend, prescriptief, narratief</li></ul><p>(bijkomend voor schriftelijke productie)</p><ul><li>Verzorgd taalgebruik met aandacht voor woordkeuze, spelling, zinsbouw, interpunctie, Standaardnederlands, helderheid, adequaatheid, vormcorrectheid en vlotheid</li><li>Verzorgde, gepaste lay-out</li></ul><p>(bijkomend voor mondelinge productie)</p><ul><li>Verzorgd taalgebruik met aandacht voor uitspraak, woordkeuze, zinsbouw, Standaardnederlands, helderheid, adequaatheid, correctheid en vlotheid</li><li>Gepaste, niet-storende lichaamstaal</li></ul>",beheersingsniveau creëren,,,31/08/2015,,sec-2.6-645610460,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,2. Competenties in het Nederlands,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.7,De leerlingen drukken zich op een creatieve manier uit.,Nee,,,"'- Eenvoudige technieken om creatief met taal om te gaan zoals lay-out, rijm en ritme",,,,beheersingsniveau creëren,,,31/08/2015,,sec-2.7-2768835509,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
Secundair onderwijs,Gewoon,1ste graad,A-stroom,2. Competenties in het Nederlands,Eindtermen,Bouwsteen,"Het Nederlands receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddel in relevante situaties.",2.8,De leerlingen nemen deel aan schriftelijke en mondelinge interactie in functie van doelgerichte communicatie.,Nee,'- Zie opsomming bij eindtermen 2.2 t.e.m. 2.4 en eindterm 2.6,'- Zie opsomming bij eindtermen 2.2 t.e.m. 2.4 en eindterm 2.6,"'- Strategieën (bijkomend t.o.v. de strategieën opgesomd bij eindtermen 2.2 t.e.m. 2.4 en eindterm 2.6): rekening houden met doel interactie, inspelen op wat de ander zegt of schrijft, de ander laten uitspreken, op een gepaste manier het woord vragen of nemen, elementen van lichaamstaal en intonatie herkennen en zelf inzetten, het register afstemmen op de gesprekspartner/correspondent- Zie opsomming bij eindtermen 2.2 t.e.m. 2.4 en eindterm 2.6",,,'* Zie opsomming bij eindtermen 2.2 t.e.m. 2.4 en eindterm 2.6,beheersingsniveau creëren,,,31/08/2015,,sec-2.8-1060621424,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-nederlands,http://ilearn.ilabt.imec.be/vocab/curr1/s-communicatie
