Niveau,Soort,Graad,Onderwijsvorm,Finaliteit,Sleutelcompetentie,Wetenschapsdomein,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Studierichtingen,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.1,De leerlingen analyseren hoe de consument en de producent hun keuzegedrag optimaliseren.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder behoeften, schaarste, welvaart en welzijn, toegevoegde waarde","'- De keuze van de consument: soorten goederen, preferenties, nut, indifferentiecurve, budgetlijn, optimale goederencombinatie, individuele en collectieve vraagcurve, verschuivingen van de individuele vraagcurve
- Consumentengedrag: evolutie van de particuliere consumptie in België 
- De keuze van de producent: productiefactoren, het kosten- en opbrengstenverloop, winstmaximalisatie, optimale productiegrootte, de individuele en collectieve aanbodcurve, verschuivingen van de individuele aanbodcurve, evenwicht op lange termijn
- Prijselasticiteiten van vraag en aanbod
- Inkomenselasticiteit","'- Grafisch voorstellen van de indifferentiecurves op basis van gegeven preferenties voor goederencombinaties
- Berekenen, grafisch voorstellen en interpreteren van budgetlijn, kosten, opbrengsten, break-even point, winstmaximalisatie, optimale productiegrootte, vraag- en aanbodcurve met of zonder ICT
- Berekenen van de prijs- en inkomenselasticiteiten",,,,beheersingsniveau analyseren,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.1-3009214804,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.2,De leerlingen analyseren de marktwerking en de rol van de overheid in de diverse marktvormen.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder volkomen concurrentie, monopolie, oligopolie en monopolistische concurrentie","'- Prijsvorming bij volkomen concurrentie: wet van vraag en aanbod, invloed van verschuivingen van vraag en aanbod op de evenwichtsprijs
- Prijsvorming bij monopolie, oligopolie en monopolistische concurrentie
- Marktmacht en marktfalen, externaliteiten, asymmetrische informatie
- De overheid als producent van publieke goederen
- Vormen van overheidsingrijpen op regionaal, nationaal of Europees niveau zoals minimumprijzen, taksen, subsidies",'- Opstellen en analyseren van vraag- en aanbodschema’s,,,,beheersingsniveau analyseren,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.2-3435437074,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.3,De leerlingen analyseren de werking van de arbeidsmarkt.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder werkloosheidsgraad, werkzaamheidsgraad, participatiegraad, beroepsbevolking, CAO, minimumloon","'- Kenmerken van de beroepsbevolking zoals opleidingsniveau, ongekwalificeerde uitstroom
- Vraag en aanbod van arbeid: kenmerken, beïnvloedende factoren zoals de markt van goederen en diensten, technologie
- Soorten werkloosheid
- Demografische kenmerken en evolutie van de beroepsbevolking
- Loonvorming en de invloed van sociaal overleg, loonindexering, loonkost
- Arbeidsmarktindicatoren: werkloosheidsgraad, werkzaamheidsgraad, participatiegraad, beroepsbevolking, jeugdwerkloosheid, knelpuntberoepen
- Arbeidsmarktbeleid op relevante beslissingsniveaus: concurrentievermogen, maatregelen ter bevordering van werkgelegenheid, loonnorm",'- Analyseren van de arbeidsmarktindicatoren in relatie tot de conjunctuur en overheidsmaatregelen,,,,beheersingsniveau analyseren,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.3-3765865841,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.4,De leerlingen analyseren de werking van de kapitaalmarkt.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder aandelen, obligaties, dividend, koers","'- Factoren die de vraag en het aanbod op de kapitaalmarkt beïnvloeden
- Aandelen, obligaties, beleggingsfondsen: waardering, opbrengst en risico
- De intermediaire rol van banken en beurzen
- Duurzame beleggingen",'- Toepassen van strategieën om de werking van de kapitaalmarkt te analyseren zoals onderzoeken van factoren die vraag en aanbod beïnvloeden,,,,beheersingsniveau analyseren,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.4-1019757128,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.5,De leerlingen analyseren inkomensverdeling en -herverdeling.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder
‣ Ginicoëfficiënt, Lorenzcurve
‣ Leefloon","'- Verschil tussen armoede en inkomensongelijkheid
- Armoede: meting, oorzaken en gevolgen in België
- Inkomensongelijkheid: Ginicoëfficiënt, Lorenzcurve
- Loonkloof
- Herverdelend effect van overheidsmaatregelen op fiscaal en sociaal vlak","'- Analyseren van overheidsmaatregelen op sociaal en fiscaal vlak en de effecten ervan
- Analyseren van de actuele evolutie van armoede en inkomensongelijkheid",,,,beheersingsniveau analyseren,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.5-2490115179,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.6,"De leerlingen analyseren het monetaire beleid op Europees vlak en het budgettaire beleid op regionaal, nationaal en Europees vlak.",Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder
‣ Identiteit van Fisher: MV=PT
‣ Inflatie
‣ Europese Centrale Bank (ECB)","'- Dematerialisatie van ruilmiddelen: beknopte geschiedenis van het geld
- Geldschepping
- Inflatie, indexcijfers, loonindexering en hun samenhang
- De rol van de ECB: monetair beleid
- Overheidsfinanciën: overheidsinkomsten en -uitgaven
- Doelstellingen en instrumenten van het monetaire beleid  
- Doelstellingen en instrumenten van het budgettaire beleid op de verschillende beleidsniveaus
- De samenhang tussen het budgettaire en het monetaire beleid","'- Berekenen van de geldschepping 
- Analyseren van het budgettaire en het monetaire beleid en hun samenhang",,,,beheersingsniveau analyseren,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.6-2992682341,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.7,De leerlingen analyseren de relaties tussen de economische actoren en de samenstelling van de belangrijkste economische aggregaten.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder economische aggregaten, bruto binnenlands product (BBP), bruto nationaal product (BNP), nationaal inkomen (Y), reëel en nominaal BBP","'- De economische kringloop: relaties tussen gezinnen, bedrijven, overheid en buitenland
- Economische aggregaten: BBP, BNP, Y
- Reëel en nominaal BBP
- Samenstelling van het BBP, BNP, Y: consumptie, sparen, export, import, overheidsuitgaven, belastingen, investeringen
- BBP: inkomensbenadering, bestedingsbenadering, productiebenadering
- Productie in België: productiesectoren en toegevoegde waarde, evolutie per sector, regionale clustering","'- Berekenen van het BBP
- Analyseren van de relaties tussen de economische actoren en de samenstelling van de belangrijkste economische aggregaten",,,,beheersingsniveau analyseren,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.7-3476185367,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.8,De leerlingen analyseren internationale handel en internationale economische relaties.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder
‣ Wisselkoers
‣ Open economie
‣ Handelsbalans, betalingsbalans
‣ Intracommunautaire en extracommunautaire handel","'- Open economie
- Invoer, uitvoer, handelsbalans
- Internationale handel: motieven, handelsbelemmeringen, handelsakkoorden
- Economische integratie: vrijhandelszone, douane-unie, economische unie  
- Aspecten van internationaal betalingsverkeer: wisselmarkt en wisselkoersen, de betalingsbalans, Europese Monetaire Unie, Internationaal Monetair Fonds
- Outsourcing en offshoring
- Globalisering 
- Internationale samenwerking: Europese Unie, Wereldhandelsorganisatie (WTO)","'- Toepassen van strategieën om internationale handel en economische relaties te analyseren zoals interpreteren van de betalingsbalans, grafisch voorstellen en interpreteren van de gevolgen van handelsbelemmeringen op de marktwerking",,,,beheersingsniveau analyseren,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.8-1941070831,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.9,De leerlingen analyseren de rol van economische politiek in economische groei.,Nee,"'- Vakterminologie inherent aan de afbakening van de eindterm waaronder conjunctuur, economische groei","'- Conjunctuur: fasen, indicatoren van economische activiteit
- Economische groei: determinanten
- Inkomensevenwicht, bestedingsevenwicht, multiplicatoreffect
- Economische politiek: doelstellingen, vormen zoals budgettaire politiek, monetaire politiek, handelspolitiek, milieupolitiek, arbeidsmarktpolitiek","'- Berekenen van het evenwichtsinkomen en het multiplicatoreffect
- Analyseren van de rol van economische politiek in economische groei",,,,beheersingsniveau analyseren,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.9-3427043123,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.10,De leerlingen evalueren economische groei als maatstaf voor welvaart en voor welzijn.,Nee,,"'- Disruptieve factoren zoals technologische evolutie, andere vormen van innovatie, klimaatproblematiek
- Economische groei en andere maatstaven voor welvaart en voor welzijn zoals Human Development Index, Bruto Nationaal Geluk
- Ontwikkelingslanden: armoede en inkomensongelijkheid, ontwikkelingssamenwerking
- Impact van internationale instellingen zoals OESO, Wereldbank, UNICEF, WTO, IMF, WEF
- Impact van duurzame ontwikkelingsdoelen zoals geformuleerd door de internationale gemeenschap (SDG’s)
- Alternatieve economische modellen zoals circulaire economie, deeleconomie","'- Vergelijken van Belgische maatstaven voor welvaart en voor welzijn met die van andere landen 
- Analyseren van andere maatstaven voor welvaart en voor welzijn 
- Reflecteren over groei als maatstaf voor welvaart en voor welzijn",,,,beheersingsniveau evalueren,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.10-1520068861,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.11,De leerlingen illustreren gevolgen van globalisering en innovatie aan de hand van actuele ontwikkelingen.,Nee,'- Vakterminologie inherent aan de afbakening van de specifieke eindterm,"'- Globalisering, delokalisatie
- Innovatie zoals circulaire economie, artificiële intelligentie",,,,,beheersingsniveau begrijpen,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.11-1034468716,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.12,"De leerlingen lichten de invloed van inflatie op het loon, de huurprijs, de sociale uitkeringen, de spaartegoeden en de beleggingen toe.",Nee,'- Vakterminologie inherent aan de afbakening van de specifieke eindterm,"'- Inflatie, koopkracht, index",,,,,beheersingsniveau begrijpen,,,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.12-62979755,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Algemene economie,16.1.13,De leerlingen reflecteren over de limieten van de economie en hun rol die ze daarin spelen.,Nee,'- Vakterminologie inherent aan de afbakening van de specifieke eindterm,"'- Schaarste
- De relatie tussen economie en duurzaamheid","'- Hanteren van meerdere perspectieven (multiperspectiviteit)
- Toepassen van reflectievaardigheden",'- De eigen rol en verantwoordelijkheid op vlak van duurzaamheid,,,beheersingsniveau evalueren,"Open staan voor opvattingen, gedrag, gebeurtenissen, informatie, taken, strategieën,…",,"Bedrijfswetenschappen (3de graad)
Economie-Moderne talen
Economie-Wiskunde
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Yeshiva (3de graad)",,,sec-16.1.13-2468782876,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de algemene economie,16.2.1,De leerlingen analyseren hoe de consument en de producent hun keuzegedrag optimaliseren.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder behoeften, schaarste, welvaart en welzijn, toegevoegde waarde","'- De keuze van de consument: individuele en collectieve vraagcurve, verschuivingen van de individuele vraagcurve
- De keuze van de producent: productiefactoren, het kosten- en opbrengstenverloop, winstmaximalisatie, optimale productiegrootte, de individuele en collectieve aanbodcurve, verschuivingen van de individuele aanbodcurve
- Soorten goederen, prijselasticiteiten van vraag en aanbod","'- Berekenen, grafisch voorstellen en interpreteren van kosten, opbrengsten, break-even point, winstmaximalisatie, optimale productiegrootte met of zonder ICT
- Grafisch voorstellen van de vraag- en aanbodcurve met of zonder ICT
- Berekenen van de prijselasticiteiten",,,,beheersingsniveau analyseren,,,"Bedrijfsorganisatie
Commerciële organisatie
Internationale handel en logistiek",,,sec-16.2.1-3009214804,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de algemene economie,16.2.2,De leerlingen analyseren de marktwerking in de diverse marktvormen.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder volkomen concurrentie, monopolie, oligopolie en monopolistische concurrentie","'- Prijsvorming bij volkomen concurrentie: wet van vraag en aanbod, invloed van verschuivingen van vraag en aanbod op de evenwichtsprijs
- Kenmerken van monopolie, oligopolie en monopolistische concurrentie
- Marktmacht en marktfalen, externaliteiten","'- Opstellen van vraag- en aanbodschema’s bij volkomen concurrentie
- Analyseren van de marktwerking in de diverse marktvormen",,,,beheersingsniveau analyseren,,,"Bedrijfsorganisatie
Commerciële organisatie
Internationale handel en logistiek",,,sec-16.2.2-3824867879,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de algemene economie,16.2.3,De leerlingen analyseren relaties tussen de economische actoren.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder bruto binnenlands product (BBP), bruto nationaal product (BNP), nationaal inkomen (Y), reëel en nominaal BBP","'- Productie in België: productiesectoren, toegevoegde waarde
- De economische kringloop: relaties tussen gezinnen, bedrijven, overheid en buitenland
- Economische aggregaten: BBP, BNP, Y
- Indexcijfer van de consumptieprijzen, inflatie
- BBP: productiebenadering
- Reëel en nominaal BBP
- Samenstelling van het BBP, BNP, Y: consumptie, sparen, export, import, overheidsuitgaven, belastingen, investeringen","'- Schematisch voorstellen van de economische kringloop
- Analyseren van relaties tussen de economische actoren",,,,beheersingsniveau analyseren,,,"Bedrijfsorganisatie
Commerciële organisatie
Internationale handel en logistiek",,,sec-16.2.3-63387415,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Economie,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Pakket uit de algemene economie,16.2.4,De leerlingen analyseren economische groei als maatstaf voor welvaart en voor welzijn.,Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder conjunctuur, economische groei","'- Conjunctuur: fasen, indicatoren van economische activiteit
- Economische groei: determinanten
- Disruptieve factoren zoals technologische evolutie, andere vormen van innovatie, klimaatproblematiek
- Economische groei en andere maatstaven voor welvaart en voor welzijn zoals Human Development Index, Bruto Nationaal Geluk
- Impact van internationale instellingen zoals OESO, Wereldbank, UNICEF, WTO, IMF, WEF
- Impact van duurzame ontwikkelingsdoelen zoals geformuleerd door de internationale gemeenschap (SDG’s)",'- Analyseren van economische groei als maatstaf voor welvaart en voor welzijn,,,,beheersingsniveau analyseren,,,"Bedrijfsorganisatie
Commerciële organisatie
Internationale handel en logistiek",,,sec-16.2.4-2121467790,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
